Archivo,Tipo,Parametros,Descripcion
RECT_843_2664.7x1076.7_2holes.dxf,Rectangulo con agujeros,"Ancho=2664.75, Largo=1076.74, Agujeros=2, Diametros=[7.98, 7.49]",Rectángulo 2664.7x1076.7mm con 2 agujeros (distribución circular)
RECT_844_81.9x790.9.dxf,Rectangulo,"Ancho=81.86, Largo=790.91",Rectángulo de 81.9mm x 790.9mm
RECT_844_81.9x790.9_16holes.dxf,Rectangulo con agujeros,"Ancho=81.86, Largo=790.91, Agujeros=16, Diametros=[6.14, 4.86, 5.42, 10.62, 4.94, 11.30, 11.16, 13.10, 4.31, 4.47, 7.49, 8.49, 5.83, 13.81, 4.40, 8.42]",Rectángulo 81.9x790.9mm con 16 agujeros (distribución cuadricula)
RECT_845_870.0x438.0.dxf,Rectangulo,"Ancho=869.98, Largo=437.96",Rectángulo de 870.0mm x 438.0mm
RECT_845_870.0x438.0_2holes.dxf,Rectangulo con agujeros,"Ancho=869.98, Largo=437.96, Agujeros=2, Diametros=[9.66, 11.06]",Rectángulo 870.0x438.0mm con 2 agujeros (distribución circular)
WASH_846_D848.7-486.5.dxf,Arandela,"D_exterior=848.72, D_interior=486.50",Arandela Ø848.7mm / Ø486.5mm
WASH_846_D848.7-486.5_35holes.dxf,Arandela con agujeros,"D_exterior=848.72, D_interior=486.50, Agujeros=35, D_agujero=8.45",Arandela Ø848.7/Ø486.5mm con 35 agujeros de Ø8.4mm (circular)
RECT_847_1524.2x1317.8.dxf,Rectangulo,"Ancho=1524.17, Largo=1317.82",Rectángulo de 1524.2mm x 1317.8mm
RECT_847_1524.2x1317.8_2holes.dxf,Rectangulo con agujeros,"Ancho=1524.17, Largo=1317.82, Agujeros=2, Diametros=[5.94, 13.85]",Rectángulo 1524.2x1317.8mm con 2 agujeros (distribución aleatoria)
WASH_848_D1225.4-784.9.dxf,Arandela,"D_exterior=1225.42, D_interior=784.95",Arandela Ø1225.4mm / Ø784.9mm
WASH_848_D1225.4-784.9_11holes.dxf,Arandela con agujeros,"D_exterior=1225.42, D_interior=784.95, Agujeros=11, D_agujero=4.84",Arandela Ø1225.4/Ø784.9mm con 11 agujeros de Ø4.8mm (circular)
WASH_849_D808.4-424.1.dxf,Arandela,"D_exterior=808.37, D_interior=424.12",Arandela Ø808.4mm / Ø424.1mm
WASH_849_D808.4-424.1_32holes.dxf,Arandela con agujeros,"D_exterior=808.37, D_interior=424.12, Agujeros=32, D_agujero=4.34",Arandela Ø808.4/Ø424.1mm con 32 agujeros de Ø4.3mm (circular)
RECT_850_1061.5x144.5.dxf,Rectangulo,"Ancho=1061.46, Largo=144.50",Rectángulo de 1061.5mm x 144.5mm
RECT_850_1061.5x144.5_32holes.dxf,Rectangulo con agujeros,"Ancho=1061.46, Largo=144.50, Agujeros=32, Diametros=[14.20, 10.97, 11.67, 5.39, 14.99, 5.27, 7.50, 10.18, 12.68, 6.13, 5.63, 10.25, 10.74, 12.05, 5.84, 6.91, 11.31, 13.31, 8.53, 11.88, 12.80, 7.58, 7.82, 4.39, 14.17, 8.66, 13.71, 4.62, 9.96, 4.84, 5.37, 12.12]",Rectángulo 1061.5x144.5mm con 32 agujeros (distribución circular)
WASH_851_D800.4-375.1.dxf,Arandela,"D_exterior=800.41, D_interior=375.06",Arandela Ø800.4mm / Ø375.1mm
WASH_851_D800.4-375.1_35holes.dxf,Arandela con agujeros,"D_exterior=800.41, D_interior=375.06, Agujeros=35, D_agujero=7.97",Arandela Ø800.4/Ø375.1mm con 35 agujeros de Ø8.0mm (circular)
RECT_852_1709.6x1398.3.dxf,Rectangulo,"Ancho=1709.61, Largo=1398.25",Rectángulo de 1709.6mm x 1398.3mm
RECT_852_1709.6x1398.3_4holes.dxf,Rectangulo con agujeros,"Ancho=1709.61, Largo=1398.25, Agujeros=4, Diametros=[4.57, 5.77, 7.29, 6.50]",Rectángulo 1709.6x1398.3mm con 4 agujeros (distribución cuadricula)
WASH_853_D470.9-325.8.dxf,Arandela,"D_exterior=470.86, D_interior=325.75",Arandela Ø470.9mm / Ø325.8mm
WASH_853_D470.9-325.8_33holes.dxf,Arandela con agujeros,"D_exterior=470.86, D_interior=325.75, Agujeros=33, D_agujero=7.57",Arandela Ø470.9/Ø325.8mm con 33 agujeros de Ø7.6mm (circular)
WASH_854_D1004.5-707.6.dxf,Arandela,"D_exterior=1004.45, D_interior=707.64",Arandela Ø1004.5mm / Ø707.6mm
WASH_854_D1004.5-707.6_20holes.dxf,Arandela con agujeros,"D_exterior=1004.45, D_interior=707.64, Agujeros=20, D_agujero=5.01",Arandela Ø1004.5/Ø707.6mm con 20 agujeros de Ø5.0mm (circular)
RECT_855_905.4x102.5.dxf,Rectangulo,"Ancho=905.44, Largo=102.46",Rectángulo de 905.4mm x 102.5mm
RECT_855_905.4x102.5_4holes.dxf,Rectangulo con agujeros,"Ancho=905.44, Largo=102.46, Agujeros=4, Diametros=[7.01, 8.08, 11.14, 14.30]",Rectángulo 905.4x102.5mm con 4 agujeros (distribución cuadricula)
WASH_856_D265.3-125.2.dxf,Arandela,"D_exterior=265.27, D_interior=125.17",Arandela Ø265.3mm / Ø125.2mm
WASH_856_D265.3-125.2_49holes.dxf,Arandela con agujeros,"D_exterior=265.27, D_interior=125.17, Agujeros=49, D_agujero=10.30",Arandela Ø265.3/Ø125.2mm con 49 agujeros de Ø10.3mm (circular)
WASH_857_D513.0-226.2.dxf,Arandela,"D_exterior=513.02, D_interior=226.15",Arandela Ø513.0mm / Ø226.2mm
WASH_857_D513.0-226.2_33holes.dxf,Arandela con agujeros,"D_exterior=513.02, D_interior=226.15, Agujeros=33, D_agujero=14.83",Arandela Ø513.0/Ø226.2mm con 33 agujeros de Ø14.8mm (circular)
WASH_858_D48.2-20.3.dxf,Arandela,"D_exterior=48.16, D_interior=20.26",Arandela Ø48.2mm / Ø20.3mm
WASH_858_D48.2-20.3_18holes.dxf,Arandela con agujeros,"D_exterior=48.16, D_interior=20.26, Agujeros=18, D_agujero=4.84",Arandela Ø48.2/Ø20.3mm con 18 agujeros de Ø4.8mm (circular)
WASH_859_D60.2-22.0.dxf,Arandela,"D_exterior=60.19, D_interior=22.04",Arandela Ø60.2mm / Ø22.0mm
WASH_859_D60.2-22.0_18holes.dxf,Arandela con agujeros,"D_exterior=60.19, D_interior=22.04, Agujeros=18, D_agujero=10.83",Arandela Ø60.2/Ø22.0mm con 18 agujeros de Ø10.8mm (circular)
WASH_860_D779.9-345.8.dxf,Arandela,"D_exterior=779.94, D_interior=345.76",Arandela Ø779.9mm / Ø345.8mm
WASH_860_D779.9-345.8_30holes.dxf,Arandela con agujeros,"D_exterior=779.94, D_interior=345.76, Agujeros=30, D_agujero=9.94",Arandela Ø779.9/Ø345.8mm con 30 agujeros de Ø9.9mm (circular)
WASH_861_D1019.2-521.7.dxf,Arandela,"D_exterior=1019.19, D_interior=521.72",Arandela Ø1019.2mm / Ø521.7mm
WASH_861_D1019.2-521.7_24holes.dxf,Arandela con agujeros,"D_exterior=1019.19, D_interior=521.72, Agujeros=24, D_agujero=5.68",Arandela Ø1019.2/Ø521.7mm con 24 agujeros de Ø5.7mm (circular)
RECT_862_627.1x1128.9.dxf,Rectangulo,"Ancho=627.15, Largo=1128.89",Rectángulo de 627.1mm x 1128.9mm
RECT_862_627.1x1128.9_1holes.dxf,Rectangulo con agujeros,"Ancho=627.15, Largo=1128.89, Agujeros=1, Diametros=[13.00]",Rectángulo 627.1x1128.9mm con 1 agujeros (distribución cuadricula)
WASH_863_D781.9-466.5.dxf,Arandela,"D_exterior=781.94, D_interior=466.50",Arandela Ø781.9mm / Ø466.5mm
WASH_863_D781.9-466.5_39holes.dxf,Arandela con agujeros,"D_exterior=781.94, D_interior=466.50, Agujeros=39, D_agujero=11.60",Arandela Ø781.9/Ø466.5mm con 39 agujeros de Ø11.6mm (circular)
RECT_864_70.3x564.3.dxf,Rectangulo,"Ancho=70.32, Largo=564.30",Rectángulo de 70.3mm x 564.3mm
RECT_864_70.3x564.3_16holes.dxf,Rectangulo con agujeros,"Ancho=70.32, Largo=564.30, Agujeros=16, Diametros=[6.34, 8.50, 4.20, 8.45, 13.38, 8.98, 12.84, 4.99, 10.62, 13.95, 8.75, 12.26, 10.10, 13.74, 13.34, 6.20]",Rectángulo 70.3x564.3mm con 16 agujeros (distribución circular)
WASH_865_D589.3-366.5.dxf,Arandela,"D_exterior=589.27, D_interior=366.52",Arandela Ø589.3mm / Ø366.5mm
WASH_865_D589.3-366.5_50holes.dxf,Arandela con agujeros,"D_exterior=589.27, D_interior=366.52, Agujeros=50, D_agujero=13.10",Arandela Ø589.3/Ø366.5mm con 50 agujeros de Ø13.1mm (circular)
RECT_866_347.2x894.2.dxf,Rectangulo,"Ancho=347.21, Largo=894.15",Rectángulo de 347.2mm x 894.2mm
RECT_866_347.2x894.2_1holes.dxf,Rectangulo con agujeros,"Ancho=347.21, Largo=894.15, Agujeros=1, Diametros=[11.82]",Rectángulo 347.2x894.2mm con 1 agujeros (distribución circular)
WASH_867_D1032.6-655.1.dxf,Arandela,"D_exterior=1032.55, D_interior=655.12",Arandela Ø1032.6mm / Ø655.1mm
WASH_867_D1032.6-655.1_40holes.dxf,Arandela con agujeros,"D_exterior=1032.55, D_interior=655.12, Agujeros=40, D_agujero=5.34",Arandela Ø1032.6/Ø655.1mm con 40 agujeros de Ø5.3mm (circular)
WASH_868_D1275.7-547.4.dxf,Arandela,"D_exterior=1275.71, D_interior=547.41",Arandela Ø1275.7mm / Ø547.4mm
WASH_868_D1275.7-547.4_39holes.dxf,Arandela con agujeros,"D_exterior=1275.71, D_interior=547.41, Agujeros=39, D_agujero=9.52",Arandela Ø1275.7/Ø547.4mm con 39 agujeros de Ø9.5mm (circular)
RECT_869_1280.7x384.4.dxf,Rectangulo,"Ancho=1280.67, Largo=384.41",Rectángulo de 1280.7mm x 384.4mm
RECT_869_1280.7x384.4_1holes.dxf,Rectangulo con agujeros,"Ancho=1280.67, Largo=384.41, Agujeros=1, Diametros=[9.25]",Rectángulo 1280.7x384.4mm con 1 agujeros (distribución circular)
WASH_870_D494.8-176.4.dxf,Arandela,"D_exterior=494.83, D_interior=176.36",Arandela Ø494.8mm / Ø176.4mm
WASH_870_D494.8-176.4_23holes.dxf,Arandela con agujeros,"D_exterior=494.83, D_interior=176.36, Agujeros=23, D_agujero=7.14",Arandela Ø494.8/Ø176.4mm con 23 agujeros de Ø7.1mm (circular)
RECT_871_2691.6x461.7.dxf,Rectangulo,"Ancho=2691.55, Largo=461.70",Rectángulo de 2691.6mm x 461.7mm
RECT_871_2691.6x461.7_4holes.dxf,Rectangulo con agujeros,"Ancho=2691.55, Largo=461.70, Agujeros=4, Diametros=[9.57, 8.21, 13.14, 7.83]",Rectángulo 2691.6x461.7mm con 4 agujeros (distribución cuadricula)
RECT_872_2278.5x173.2.dxf,Rectangulo,"Ancho=2278.54, Largo=173.19",Rectángulo de 2278.5mm x 173.2mm
RECT_872_2278.5x173.2_2holes.dxf,Rectangulo con agujeros,"Ancho=2278.54, Largo=173.19, Agujeros=2, Diametros=[12.15, 14.75]",Rectángulo 2278.5x173.2mm con 2 agujeros (distribución cuadricula)
RECT_873_74.8x392.1.dxf,Rectangulo,"Ancho=74.84, Largo=392.09",Rectángulo de 74.8mm x 392.1mm
RECT_873_74.8x392.1_1holes.dxf,Rectangulo con agujeros,"Ancho=74.84, Largo=392.09, Agujeros=1, Diametros=[13.69]",Rectángulo 74.8x392.1mm con 1 agujeros (distribución cuadricula)
RECT_874_709.1x764.2.dxf,Rectangulo,"Ancho=709.14, Largo=764.23",Rectángulo de 709.1mm x 764.2mm
RECT_874_709.1x764.2_16holes.dxf,Rectangulo con agujeros,"Ancho=709.14, Largo=764.23, Agujeros=16, Diametros=[5.01, 4.62, 11.38, 7.15, 6.21, 8.64, 14.63, 9.30, 11.36, 12.57, 6.09, 12.12, 12.18, 11.26, 8.04, 11.90]",Rectángulo 709.1x764.2mm con 16 agujeros (distribución aleatoria)
WASH_875_D316.6-212.2.dxf,Arandela,"D_exterior=316.56, D_interior=212.22",Arandela Ø316.6mm / Ø212.2mm
WASH_875_D316.6-212.2_41holes.dxf,Arandela con agujeros,"D_exterior=316.56, D_interior=212.22, Agujeros=41, D_agujero=14.88",Arandela Ø316.6/Ø212.2mm con 41 agujeros de Ø14.9mm (circular)
RECT_876_1248.3x1442.9.dxf,Rectangulo,"Ancho=1248.32, Largo=1442.92",Rectángulo de 1248.3mm x 1442.9mm
RECT_876_1248.3x1442.9_1holes.dxf,Rectangulo con agujeros,"Ancho=1248.32, Largo=1442.92, Agujeros=1, Diametros=[6.12]",Rectángulo 1248.3x1442.9mm con 1 agujeros (distribución circular)
RECT_877_2418.0x388.4.dxf,Rectangulo,"Ancho=2418.03, Largo=388.36",Rectángulo de 2418.0mm x 388.4mm
RECT_877_2418.0x388.4_4holes.dxf,Rectangulo con agujeros,"Ancho=2418.03, Largo=388.36, Agujeros=4, Diametros=[8.14, 7.28, 14.97, 11.09]",Rectángulo 2418.0x388.4mm con 4 agujeros (distribución circular)
RECT_878_2251.8x91.4.dxf,Rectangulo,"Ancho=2251.81, Largo=91.41",Rectángulo de 2251.8mm x 91.4mm
RECT_878_2251.8x91.4_1holes.dxf,Rectangulo con agujeros,"Ancho=2251.81, Largo=91.41, Agujeros=1, Diametros=[5.11]",Rectángulo 2251.8x91.4mm con 1 agujeros (distribución aleatoria)
RECT_879_608.1x1341.9.dxf,Rectangulo,"Ancho=608.13, Largo=1341.91",Rectángulo de 608.1mm x 1341.9mm
RECT_879_608.1x1341.9_2holes.dxf,Rectangulo con agujeros,"Ancho=608.13, Largo=1341.91, Agujeros=2, Diametros=[10.65, 11.84]",Rectángulo 608.1x1341.9mm con 2 agujeros (distribución circular)
WASH_880_D869.3-313.9.dxf,Arandela,"D_exterior=869.28, D_interior=313.87",Arandela Ø869.3mm / Ø313.9mm
WASH_880_D869.3-313.9_39holes.dxf,Arandela con agujeros,"D_exterior=869.28, D_interior=313.87, Agujeros=39, D_agujero=5.84",Arandela Ø869.3/Ø313.9mm con 39 agujeros de Ø5.8mm (circular)
WASH_881_D808.3-614.4.dxf,Arandela,"D_exterior=808.33, D_interior=614.42",Arandela Ø808.3mm / Ø614.4mm
WASH_881_D808.3-614.4_5holes.dxf,Arandela con agujeros,"D_exterior=808.33, D_interior=614.42, Agujeros=5, D_agujero=4.07",Arandela Ø808.3/Ø614.4mm con 5 agujeros de Ø4.1mm (circular)
RECT_882_2226.3x814.5.dxf,Rectangulo,"Ancho=2226.26, Largo=814.49",Rectángulo de 2226.3mm x 814.5mm
RECT_882_2226.3x814.5_1holes.dxf,Rectangulo con agujeros,"Ancho=2226.26, Largo=814.49, Agujeros=1, Diametros=[8.52]",Rectángulo 2226.3x814.5mm con 1 agujeros (distribución cuadricula)
WASH_883_D1416.6-721.6.dxf,Arandela,"D_exterior=1416.64, D_interior=721.56",Arandela Ø1416.6mm / Ø721.6mm
WASH_883_D1416.6-721.6_31holes.dxf,Arandela con agujeros,"D_exterior=1416.64, D_interior=721.56, Agujeros=31, D_agujero=13.42",Arandela Ø1416.6/Ø721.6mm con 31 agujeros de Ø13.4mm (circular)
WASH_884_D890.7-348.6.dxf,Arandela,"D_exterior=890.70, D_interior=348.61",Arandela Ø890.7mm / Ø348.6mm
WASH_884_D890.7-348.6_7holes.dxf,Arandela con agujeros,"D_exterior=890.70, D_interior=348.61, Agujeros=7, D_agujero=9.49",Arandela Ø890.7/Ø348.6mm con 7 agujeros de Ø9.5mm (circular)
WASH_885_D687.4-324.9.dxf,Arandela,"D_exterior=687.45, D_interior=324.86",Arandela Ø687.4mm / Ø324.9mm
WASH_885_D687.4-324.9_5holes.dxf,Arandela con agujeros,"D_exterior=687.45, D_interior=324.86, Agujeros=5, D_agujero=10.67",Arandela Ø687.4/Ø324.9mm con 5 agujeros de Ø10.7mm (circular)
RECT_886_2364.8x596.9.dxf,Rectangulo,"Ancho=2364.84, Largo=596.85",Rectángulo de 2364.8mm x 596.9mm
RECT_886_2364.8x596.9_1holes.dxf,Rectangulo con agujeros,"Ancho=2364.84, Largo=596.85, Agujeros=1, Diametros=[12.57]",Rectángulo 2364.8x596.9mm con 1 agujeros (distribución cuadricula)
RECT_887_2792.5x1350.3.dxf,Rectangulo,"Ancho=2792.50, Largo=1350.29",Rectángulo de 2792.5mm x 1350.3mm
RECT_887_2792.5x1350.3_2holes.dxf,Rectangulo con agujeros,"Ancho=2792.50, Largo=1350.29, Agujeros=2, Diametros=[9.68, 13.28]",Rectángulo 2792.5x1350.3mm con 2 agujeros (distribución cuadricula)
WASH_888_D315.9-163.4.dxf,Arandela,"D_exterior=315.86, D_interior=163.39",Arandela Ø315.9mm / Ø163.4mm
WASH_888_D315.9-163.4_16holes.dxf,Arandela con agujeros,"D_exterior=315.86, D_interior=163.39, Agujeros=16, D_agujero=12.98",Arandela Ø315.9/Ø163.4mm con 16 agujeros de Ø13.0mm (circular)
RECT_889_879.8x468.5.dxf,Rectangulo,"Ancho=879.82, Largo=468.50",Rectángulo de 879.8mm x 468.5mm
RECT_889_879.8x468.5_32holes.dxf,Rectangulo con agujeros,"Ancho=879.82, Largo=468.50, Agujeros=32, Diametros=[6.23, 13.35, 5.76, 6.54, 13.92, 4.76, 6.39, 13.33, 8.95, 9.93, 5.01, 4.46, 7.67, 7.34, 5.98, 14.95, 5.88, 10.66, 14.36, 13.47, 7.75, 7.14, 9.07, 7.69, 6.16, 8.68, 7.00, 4.22, 13.17, 5.45, 6.48, 4.64]",Rectángulo 879.8x468.5mm con 32 agujeros (distribución circular)
WASH_890_D601.1-416.2.dxf,Arandela,"D_exterior=601.12, D_interior=416.25",Arandela Ø601.1mm / Ø416.2mm
WASH_890_D601.1-416.2_8holes.dxf,Arandela con agujeros,"D_exterior=601.12, D_interior=416.25, Agujeros=8, D_agujero=7.09",Arandela Ø601.1/Ø416.2mm con 8 agujeros de Ø7.1mm (circular)
RECT_891_799.6x1208.6.dxf,Rectangulo,"Ancho=799.55, Largo=1208.62",Rectángulo de 799.6mm x 1208.6mm
RECT_891_799.6x1208.6_4holes.dxf,Rectangulo con agujeros,"Ancho=799.55, Largo=1208.62, Agujeros=4, Diametros=[4.27, 9.67, 4.17, 7.14]",Rectángulo 799.6x1208.6mm con 4 agujeros (distribución circular)
RECT_892_2716.5x382.9.dxf,Rectangulo,"Ancho=2716.48, Largo=382.92",Rectángulo de 2716.5mm x 382.9mm
RECT_892_2716.5x382.9_2holes.dxf,Rectangulo con agujeros,"Ancho=2716.48, Largo=382.92, Agujeros=2, Diametros=[13.81, 10.15]",Rectángulo 2716.5x382.9mm con 2 agujeros (distribución circular)
RECT_893_74.7x97.6.dxf,Rectangulo,"Ancho=74.69, Largo=97.64",Rectángulo de 74.7mm x 97.6mm
RECT_893_74.7x97.6_32holes.dxf,Rectangulo con agujeros,"Ancho=74.69, Largo=97.64, Agujeros=32, Diametros=[14.73, 13.77, 9.44, 8.67, 9.54, 10.85, 8.11, 11.11, 5.02, 13.92, 4.50, 12.37, 10.45, 4.74, 13.29, 13.06, 10.28, 7.69, 4.83, 9.21, 5.96, 11.83, 11.89, 6.68, 5.33, 14.91, 11.44, 7.03, 9.82, 8.63, 14.34, 8.61]",Rectángulo 74.7x97.6mm con 32 agujeros (distribución circular)
WASH_894_D1245.4-853.8.dxf,Arandela,"D_exterior=1245.38, D_interior=853.76",Arandela Ø1245.4mm / Ø853.8mm
WASH_894_D1245.4-853.8_21holes.dxf,Arandela con agujeros,"D_exterior=1245.38, D_interior=853.76, Agujeros=21, D_agujero=14.01",Arandela Ø1245.4/Ø853.8mm con 21 agujeros de Ø14.0mm (circular)
RECT_895_1540.8x883.1.dxf,Rectangulo,"Ancho=1540.76, Largo=883.13",Rectángulo de 1540.8mm x 883.1mm
RECT_895_1540.8x883.1_1holes.dxf,Rectangulo con agujeros,"Ancho=1540.76, Largo=883.13, Agujeros=1, Diametros=[5.14]",Rectángulo 1540.8x883.1mm con 1 agujeros (distribución aleatoria)
WASH_896_D815.1-437.9.dxf,Arandela,"D_exterior=815.14, D_interior=437.88",Arandela Ø815.1mm / Ø437.9mm
WASH_896_D815.1-437.9_15holes.dxf,Arandela con agujeros,"D_exterior=815.14, D_interior=437.88, Agujeros=15, D_agujero=12.86",Arandela Ø815.1/Ø437.9mm con 15 agujeros de Ø12.9mm (circular)
RECT_897_1373.3x264.8.dxf,Rectangulo,"Ancho=1373.33, Largo=264.84",Rectángulo de 1373.3mm x 264.8mm
RECT_897_1373.3x264.8_8holes.dxf,Rectangulo con agujeros,"Ancho=1373.33, Largo=264.84, Agujeros=8, Diametros=[14.16, 6.90, 6.13, 9.29, 7.38, 10.75, 14.58, 13.95]",Rectángulo 1373.3x264.8mm con 8 agujeros (distribución cuadricula)
WASH_898_D1219.6-920.4.dxf,Arandela,"D_exterior=1219.62, D_interior=920.36",Arandela Ø1219.6mm / Ø920.4mm
WASH_898_D1219.6-920.4_17holes.dxf,Arandela con agujeros,"D_exterior=1219.62, D_interior=920.36, Agujeros=17, D_agujero=4.83",Arandela Ø1219.6/Ø920.4mm con 17 agujeros de Ø4.8mm (circular)
RECT_899_2107.8x921.5.dxf,Rectangulo,"Ancho=2107.79, Largo=921.47",Rectángulo de 2107.8mm x 921.5mm
RECT_899_2107.8x921.5_4holes.dxf,Rectangulo con agujeros,"Ancho=2107.79, Largo=921.47, Agujeros=4, Diametros=[12.33, 8.22, 8.52, 11.98]",Rectángulo 2107.8x921.5mm con 4 agujeros (distribución cuadricula)
WASH_900_D653.3-385.4.dxf,Arandela,"D_exterior=653.34, D_interior=385.42",Arandela Ø653.3mm / Ø385.4mm
WASH_900_D653.3-385.4_2holes.dxf,Arandela con agujeros,"D_exterior=653.34, D_interior=385.42, Agujeros=2, D_agujero=8.26",Arandela Ø653.3/Ø385.4mm con 2 agujeros de Ø8.3mm (circular)
WASH_901_D1119.5-841.0.dxf,Arandela,"D_exterior=1119.50, D_interior=841.03",Arandela Ø1119.5mm / Ø841.0mm
WASH_901_D1119.5-841.0_47holes.dxf,Arandela con agujeros,"D_exterior=1119.50, D_interior=841.03, Agujeros=47, D_agujero=12.26",Arandela Ø1119.5/Ø841.0mm con 47 agujeros de Ø12.3mm (circular)
WASH_902_D687.7-374.3.dxf,Arandela,"D_exterior=687.71, D_interior=374.34",Arandela Ø687.7mm / Ø374.3mm
WASH_902_D687.7-374.3_37holes.dxf,Arandela con agujeros,"D_exterior=687.71, D_interior=374.34, Agujeros=37, D_agujero=9.15",Arandela Ø687.7/Ø374.3mm con 37 agujeros de Ø9.2mm (circular)
RECT_903_220.5x1196.5.dxf,Rectangulo,"Ancho=220.50, Largo=1196.53",Rectángulo de 220.5mm x 1196.5mm
RECT_903_220.5x1196.5_4holes.dxf,Rectangulo con agujeros,"Ancho=220.50, Largo=1196.53, Agujeros=4, Diametros=[5.75, 13.06, 10.61, 13.39]",Rectángulo 220.5x1196.5mm con 4 agujeros (distribución circular)
WASH_904_D428.0-254.2.dxf,Arandela,"D_exterior=428.05, D_interior=254.17",Arandela Ø428.0mm / Ø254.2mm
WASH_904_D428.0-254.2_13holes.dxf,Arandela con agujeros,"D_exterior=428.05, D_interior=254.17, Agujeros=13, D_agujero=10.47",Arandela Ø428.0/Ø254.2mm con 13 agujeros de Ø10.5mm (circular)
RECT_905_337.6x601.2.dxf,Rectangulo,"Ancho=337.61, Largo=601.15",Rectángulo de 337.6mm x 601.2mm
RECT_905_337.6x601.2_8holes.dxf,Rectangulo con agujeros,"Ancho=337.61, Largo=601.15, Agujeros=8, Diametros=[5.29, 13.06, 11.87, 14.19, 11.99, 14.07, 14.11, 7.38]",Rectángulo 337.6x601.2mm con 8 agujeros (distribución circular)
RECT_906_2792.9x356.5.dxf,Rectangulo,"Ancho=2792.90, Largo=356.53",Rectángulo de 2792.9mm x 356.5mm
RECT_906_2792.9x356.5_1holes.dxf,Rectangulo con agujeros,"Ancho=2792.90, Largo=356.53, Agujeros=1, Diametros=[4.84]",Rectángulo 2792.9x356.5mm con 1 agujeros (distribución aleatoria)
RECT_907_1596.5x978.7.dxf,Rectangulo,"Ancho=1596.55, Largo=978.69",Rectángulo de 1596.5mm x 978.7mm
RECT_907_1596.5x978.7_32holes.dxf,Rectangulo con agujeros,"Ancho=1596.55, Largo=978.69, Agujeros=32, Diametros=[7.18, 6.41, 6.69, 10.77, 7.40, 5.48, 9.88, 4.79, 14.12, 5.10, 8.57, 6.12, 10.56, 9.75, 8.29, 12.97, 11.24, 7.07, 7.24, 13.27, 8.57, 4.23, 10.85, 4.03, 11.84, 11.45, 11.10, 6.89, 10.12, 14.75, 4.06, 6.08]",Rectángulo 1596.5x978.7mm con 32 agujeros (distribución circular)
RECT_908_1542.3x669.7.dxf,Rectangulo,"Ancho=1542.28, Largo=669.70",Rectángulo de 1542.3mm x 669.7mm
RECT_908_1542.3x669.7_4holes.dxf,Rectangulo con agujeros,"Ancho=1542.28, Largo=669.70, Agujeros=4, Diametros=[10.42, 4.37, 12.23, 8.48]",Rectángulo 1542.3x669.7mm con 4 agujeros (distribución circular)
WASH_909_D66.1-33.5.dxf,Arandela,"D_exterior=66.12, D_interior=33.52",Arandela Ø66.1mm / Ø33.5mm
WASH_909_D66.1-33.5_18holes.dxf,Arandela con agujeros,"D_exterior=66.12, D_interior=33.52, Agujeros=18, D_agujero=7.88",Arandela Ø66.1/Ø33.5mm con 18 agujeros de Ø7.9mm (circular)
WASH_910_D15.5-11.8.dxf,Arandela,"D_exterior=15.51, D_interior=11.77",Arandela Ø15.5mm / Ø11.8mm
WASH_910_D15.5-11.8_28holes.dxf,Arandela con agujeros,"D_exterior=15.51, D_interior=11.77, Agujeros=28, D_agujero=2.51",Arandela Ø15.5/Ø11.8mm con 28 agujeros de Ø2.5mm (circular)
RECT_911_482.8x894.3.dxf,Rectangulo,"Ancho=482.82, Largo=894.33",Rectángulo de 482.8mm x 894.3mm
RECT_911_482.8x894.3_1holes.dxf,Rectangulo con agujeros,"Ancho=482.82, Largo=894.33, Agujeros=1, Diametros=[4.20]",Rectángulo 482.8x894.3mm con 1 agujeros (distribución cuadricula)
WASH_912_D134.6-67.3.dxf,Arandela,"D_exterior=134.65, D_interior=67.29",Arandela Ø134.6mm / Ø67.3mm
WASH_912_D134.6-67.3_16holes.dxf,Arandela con agujeros,"D_exterior=134.65, D_interior=67.29, Agujeros=16, D_agujero=14.14",Arandela Ø134.6/Ø67.3mm con 16 agujeros de Ø14.1mm (circular)
WASH_913_D257.6-101.6.dxf,Arandela,"D_exterior=257.58, D_interior=101.57",Arandela Ø257.6mm / Ø101.6mm
WASH_913_D257.6-101.6_24holes.dxf,Arandela con agujeros,"D_exterior=257.58, D_interior=101.57, Agujeros=24, D_agujero=12.32",Arandela Ø257.6/Ø101.6mm con 24 agujeros de Ø12.3mm (circular)
WASH_914_D515.5-370.5.dxf,Arandela,"D_exterior=515.51, D_interior=370.48",Arandela Ø515.5mm / Ø370.5mm
WASH_914_D515.5-370.5_43holes.dxf,Arandela con agujeros,"D_exterior=515.51, D_interior=370.48, Agujeros=43, D_agujero=7.75",Arandela Ø515.5/Ø370.5mm con 43 agujeros de Ø7.8mm (circular)
WASH_915_D1108.7-762.7.dxf,Arandela,"D_exterior=1108.71, D_interior=762.68",Arandela Ø1108.7mm / Ø762.7mm
